species,region,gear,season,vessel_size,area,days,n_ind
D,North,Trawlers,fall,small,d,571.045792020322,92
E,North,Trawlers,fall,small,d,424.25877041027,0
F,North,Trawlers,fall,small,d,414.988501854199,0
G,North,Trawlers,fall,small,d,353.050505387426,23
H,North,Trawlers,fall,small,d,313.195765969139,0
I,North,Trawlers,fall,small,d,448.590167699687,0
J,North,Trawlers,fall,small,d,592.349625703804,0
A,South,Trawlers,fall,small,d,308.534277507308,0
B,South,Trawlers,fall,small,d,278.90150918289,0
C,South,Trawlers,fall,small,d,474.216259509328,3
D,South,Trawlers,fall,small,d,328.033540130725,16
E,South,Trawlers,fall,small,d,421.010787404383,7
F,South,Trawlers,fall,small,d,210.036329120534,0
G,South,Trawlers,fall,small,d,437.729861605327,0
H,South,Trawlers,fall,small,d,361.8340049586,0
I,South,Trawlers,fall,small,d,572.737105917321,0
J,South,Trawlers,fall,small,d,250.838218330551,0
A,North,Gillnets,winter,large,d,95.7774256306955,325
B,North,Gillnets,winter,large,d,101.664169454892,74
C,North,Gillnets,winter,large,d,91.4120074798946,2
D,North,Gillnets,winter,large,d,103.295370064509,28
E,North,Gillnets,winter,large,d,65.1784536064061,0
F,North,Gillnets,winter,large,d,55.1440358390842,0
G,North,Gillnets,winter,large,d,81.4622258640756,0
H,North,Gillnets,winter,large,d,84.4963266341128,0
I,North,Gillnets,winter,large,d,91.942064838552,0
J,North,Gillnets,winter,large,d,56.6462637707357,0
A,South,Gillnets,winter,large,d,77.7651131362001,23
B,South,Gillnets,winter,large,d,88.6450313204457,54
C,South,Gillnets,winter,large,d,82.5992955618745,0
D,South,Gillnets,winter,large,d,70.4037551671933,1
E,South,Gillnets,winter,large,d,55.2923552745609,1
F,South,Gillnets,winter,large,d,71.6877357016761,0
G,South,Gillnets,winter,large,d,75.4061985463151,0
H,South,Gillnets,winter,large,d,58.1018246001911,0
I,South,Gillnets,winter,large,d,71.6431560513365,0
J,South,Gillnets,winter,large,d,93.9716719683975,0
A,North,Longlines,winter,large,d,0,0
B,North,Longlines,winter,large,d,0,0
C,North,Longlines,winter,large,d,0,0
D,North,Longlines,winter,large,d,0,0
E,North,Longlines,winter,large,d,0,0
F,North,Longlines,winter,large,d,0,0
G,North,Longlines,winter,large,d,0,0
H,North,Longlines,winter,large,d,0,0
I,North,Longlines,winter,large,d,0,0
J,North,Longlines,winter,large,d,0,0
A,South,Longlines,winter,large,d,0,0
B,South,Longlines,winter,large,d,0,0
C,South,Longlines,winter,large,d,0,0
D,South,Longlines,winter,large,d,0,0
E,South,Longlines,winter,large,d,0,0
F,South,Longlines,winter,large,d,0,0
G,South,Longlines,winter,large,d,0,0
H,South,Longlines,winter,large,d,0,0
I,South,Longlines,winter,large,d,0,0
J,South,Longlines,winter,large,d,0,0
A,North,Trawlers,winter,large,d,114.890411657049,1
B,North,Trawlers,winter,large,d,199.698792304006,5
C,North,Trawlers,winter,large,d,106.804787610427,6
D,North,Trawlers,winter,large,d,89.2905796571302,168
E,North,Trawlers,winter,large,d,193.401712398196,0
F,North,Trawlers,winter,large,d,156.956589109009,0
G,North,Trawlers,winter,large,d,175.785010289215,2
H,North,Trawlers,winter,large,d,171.870698660801,2
I,North,Trawlers,winter,large,d,174.505926080418,0
J,North,Trawlers,winter,large,d,249.38920335922,0
A,South,Trawlers,winter,large,d,134.16775004623,0
B,South,Trawlers,winter,large,d,99.5323056349309,2
C,South,Trawlers,winter,large,d,182.139769523837,14
D,South,Trawlers,winter,large,d,166.885384740683,427
E,South,Trawlers,winter,large,d,198.907053991539,3
F,South,Trawlers,winter,large,d,174.557860331586,0
G,South,Trawlers,winter,large,d,115.027805568798,0
H,South,Trawlers,winter,large,d,181.854924191912,0
I,South,Trawlers,winter,large,d,186.848082867215,0
J,South,Trawlers,winter,large,d,217.816033765347,0
A,North,Gillnets,spring,large,d,154.907925648438,490
B,North,Gillnets,spring,large,d,129.467235112444,0
C,North,Gillnets,spring,large,d,100.900075706049,0
D,North,Gillnets,spring,large,d,149.537274838782,35
E,North,Gillnets,spring,large,d,70.1459388514089,36
F,North,Gillnets,spring,large,d,173.294284983094,0
G,North,Gillnets,spring,large,d,123.416519467163,0
H,North,Gillnets,spring,large,d,84.8651752183701,7
I,North,Gillnets,spring,large,d,161.111796302947,0
J,North,Gillnets,spring,large,d,154.48363820438,0
A,South,Gillnets,spring,large,d,152.854495723729,15
B,South,Gillnets,spring,large,d,141.303654640611,0
C,South,Gillnets,spring,large,d,150.093617420184,0
D,South,Gillnets,spring,large,d,144.743844614215,64
E,South,Gillnets,spring,large,d,102.111331910237,0
F,South,Gillnets,spring,large,d,116.098359848736,0
G,South,Gillnets,spring,large,d,42.9775022130647,0
H,South,Gillnets,spring,large,d,120.970211952792,0
I,South,Gillnets,spring,large,d,157.544102001221,0
J,South,Gillnets,spring,large,d,143.570759625662,0
A,North,Longlines,spring,large,d,0,0
B,North,Longlines,spring,large,d,0,0
C,North,Longlines,spring,large,d,0,0
D,North,Longlines,spring,large,d,0,0
E,North,Longlines,spring,large,d,0,0
F,North,Longlines,spring,large,d,0,0
G,North,Longlines,spring,large,d,0,0
H,North,Longlines,spring,large,d,0,0
I,North,Longlines,spring,large,d,0,0
J,North,Longlines,spring,large,d,0,0
A,South,Longlines,spring,large,d,0,0
B,South,Longlines,spring,large,d,0,0
C,South,Longlines,spring,large,d,0,0
D,South,Longlines,spring,large,d,0,0
E,South,Longlines,spring,large,d,0,0
F,South,Longlines,spring,large,d,0,0
G,South,Longlines,spring,large,d,0,0
H,South,Longlines,spring,large,d,0,0
I,South,Longlines,spring,large,d,0,0
J,South,Longlines,spring,large,d,0,0
A,North,Trawlers,spring,large,d,325.063850651876,0
B,North,Trawlers,spring,large,d,416.701934100645,2
C,North,Trawlers,spring,large,d,481.314761358147,5
D,North,Trawlers,spring,large,d,475.731734665049,1088
E,North,Trawlers,spring,large,d,259.985659808474,78
F,North,Trawlers,spring,large,d,413.195114189517,0
G,North,Trawlers,spring,large,d,183.013042478806,5
H,North,Trawlers,spring,large,d,547.635284672426,1
I,North,Trawlers,spring,large,d,328.934801555129,0
J,North,Trawlers,spring,large,d,488.721241352981,0
A,South,Trawlers,spring,large,d,309.525100252284,0
B,South,Trawlers,spring,large,d,513.599767634693,0
C,South,Trawlers,spring,large,d,355.970415102564,0
D,South,Trawlers,spring,large,d,216.308213978741,167
E,South,Trawlers,spring,large,d,272.063082934807,0
F,South,Trawlers,spring,large,d,361.40696796314,0
G,South,Trawlers,spring,large,d,375.676076656495,0
H,South,Trawlers,spring,large,d,228.086111165263,1
I,South,Trawlers,spring,large,d,598.970742765306,0
J,South,Trawlers,spring,large,d,268.754380554905,0
A,North,Gillnets,summer,large,d,149.940511860823,11
B,North,Gillnets,summer,large,d,152.158864115616,1
C,North,Gillnets,summer,large,d,143.941041778109,0
D,North,Gillnets,summer,large,d,133.564989953509,2
E,North,Gillnets,summer,large,d,116.736296690213,1
F,North,Gillnets,summer,large,d,97.3291592645838,0
G,North,Gillnets,summer,large,d,43.6051357665885,0
H,North,Gillnets,summer,large,d,123.226398137971,2
I,North,Gillnets,summer,large,d,201.44732587461,0
J,North,Gillnets,summer,large,d,110.623470936688,0
A,South,Gillnets,summer,large,d,182.067837240796,13
B,South,Gillnets,summer,large,d,67.5740850155937,0
C,South,Gillnets,summer,large,d,124.094484218676,0
D,South,Gillnets,summer,large,d,130.265849564209,13
E,South,Gillnets,summer,large,d,161.269667113249,0
F,South,Gillnets,summer,large,d,180.316780359189,1
G,South,Gillnets,summer,large,d,111.945691995453,0
H,South,Gillnets,summer,large,d,122.943455694052,0
I,South,Gillnets,summer,large,d,165.267723650267,0
J,South,Gillnets,summer,large,d,103.943149793812,0
A,North,Longlines,summer,large,d,0,0
B,North,Longlines,summer,large,d,0,0
C,North,Longlines,summer,large,d,0,0
D,North,Longlines,summer,large,d,0,0
E,North,Longlines,summer,large,d,0,0
F,North,Longlines,summer,large,d,0,0
G,North,Longlines,summer,large,d,0,0
H,North,Longlines,summer,large,d,0,0
I,North,Longlines,summer,large,d,0,0
J,North,Longlines,summer,large,d,0,0
A,South,Longlines,summer,large,d,0,0
B,South,Longlines,summer,large,d,0,0
C,South,Longlines,summer,large,d,0,0
D,South,Longlines,summer,large,d,0,0
E,South,Longlines,summer,large,d,0,0
F,South,Longlines,summer,large,d,0,0
G,South,Longlines,summer,large,d,0,0
H,South,Longlines,summer,large,d,0,0
I,South,Longlines,summer,large,d,0,0
J,South,Longlines,summer,large,d,0,0
A,North,Trawlers,summer,large,d,377.717274798998,0
B,North,Trawlers,summer,large,d,394.313015455417,0
C,North,Trawlers,summer,large,d,457.282997197501,0
D,North,Trawlers,summer,large,d,474.748141361279,915
E,North,Trawlers,summer,large,d,363.960879299156,1
F,North,Trawlers,summer,large,d,358.280415040601,0
G,North,Trawlers,summer,large,d,716.244196519555,0
H,North,Trawlers,summer,large,d,441.4434323534,2
I,North,Trawlers,summer,large,d,140.046617113966,0
J,North,Trawlers,summer,large,d,275.36458556224,0
A,South,Trawlers,summer,large,d,260.25279192573,0
B,South,Trawlers,summer,large,d,596.13609901148,3
C,South,Trawlers,summer,large,d,161.935361521891,0
D,South,Trawlers,summer,large,d,414.711851561558,192
E,South,Trawlers,summer,large,d,304.476721422324,1
F,South,Trawlers,summer,large,d,232.686254567496,0
G,South,Trawlers,summer,large,d,367.895851190072,2
H,South,Trawlers,summer,large,d,396.853327894256,0
I,South,Trawlers,summer,large,d,404.247577890041,0
J,South,Trawlers,summer,large,d,395.455112240895,0
A,North,Gillnets,fall,large,d,0,0
B,North,Gillnets,fall,large,d,0,0
C,North,Gillnets,fall,large,d,0,0
D,North,Gillnets,fall,large,d,0,0
E,North,Gillnets,fall,large,d,0,0
F,North,Gillnets,fall,large,d,0,0
G,North,Gillnets,fall,large,d,0,0
H,North,Gillnets,fall,large,d,0,0
I,North,Gillnets,fall,large,d,0,0
J,North,Gillnets,fall,large,d,0,0
A,South,Gillnets,fall,large,d,0,0
B,South,Gillnets,fall,large,d,0,0
C,South,Gillnets,fall,large,d,0,0
D,South,Gillnets,fall,large,d,0,0
E,South,Gillnets,fall,large,d,0,0
F,South,Gillnets,fall,large,d,0,0
G,South,Gillnets,fall,large,d,0,0
H,South,Gillnets,fall,large,d,0,0
I,South,Gillnets,fall,large,d,0,0
J,South,Gillnets,fall,large,d,0,0
A,North,Longlines,fall,large,d,0,0
B,North,Longlines,fall,large,d,0,0
C,North,Longlines,fall,large,d,0,0
D,North,Longlines,fall,large,d,0,0
E,North,Longlines,fall,large,d,0,0
F,North,Longlines,fall,large,d,0,0
G,North,Longlines,fall,large,d,0,0
H,North,Longlines,fall,large,d,0,0
I,North,Longlines,fall,large,d,0,0
J,North,Longlines,fall,large,d,0,0
A,South,Longlines,fall,large,d,0,0
B,South,Longlines,fall,large,d,0,0
C,South,Longlines,fall,large,d,0,0
D,South,Longlines,fall,large,d,0,0
E,South,Longlines,fall,large,d,0,0
F,South,Longlines,fall,large,d,0,0
G,South,Longlines,fall,large,d,0,0
H,South,Longlines,fall,large,d,0,0
I,South,Longlines,fall,large,d,0,0
J,South,Longlines,fall,large,d,0,0
A,North,Trawlers,fall,large,d,196.26824102978,0
B,North,Trawlers,fall,large,d,445.119133503642,22
C,North,Trawlers,fall,large,d,426.396077888937,2
D,North,Trawlers,fall,large,d,505.532538098061,367
E,North,Trawlers,fall,large,d,463.291185221274,129
F,North,Trawlers,fall,large,d,426.666771557256,0
G,North,Trawlers,fall,large,d,205.543250244729,0
H,North,Trawlers,fall,large,d,462.8516349707,13
I,North,Trawlers,fall,large,d,546.037033481532,0
J,North,Trawlers,fall,large,d,491.943953398368,0
A,South,Trawlers,fall,large,d,508.326783572802,1
B,South,Trawlers,fall,large,d,434.377471551504,0
C,South,Trawlers,fall,large,d,239.506166716271,15
D,South,Trawlers,fall,large,d,234.034116560431,0
E,South,Trawlers,fall,large,d,314.252117506852,0
F,South,Trawlers,fall,large,d,404.400611900196,0
G,South,Trawlers,fall,large,d,305.698226362618,0
H,South,Trawlers,fall,large,d,423.105231272649,0
I,South,Trawlers,fall,large,d,494.039751921611,0
J,South,Trawlers,fall,large,d,317.806892110316,0
A,North,Gillnets,winter,small,e,65.8202827357699,33
B,North,Gillnets,winter,small,e,82.6752252134786,4
C,North,Gillnets,winter,small,e,45.5430986896402,0
D,North,Gillnets,winter,small,e,36.5469826166038,14
E,North,Gillnets,winter,small,e,85.7304252862794,0
F,North,Gillnets,winter,small,e,34.9293616087441,0
G,North,Gillnets,winter,small,e,73.2704808833164,0
H,North,Gillnets,winter,small,e,63.8009180400043,1
I,North,Gillnets,winter,small,e,41.0341077349582,0
J,North,Gillnets,winter,small,e,88.9493171297312,0
A,South,Gillnets,winter,small,e,77.5952102877363,199
B,South,Gillnets,winter,small,e,51.0259199048345,0
C,South,Gillnets,winter,small,e,78.426311662516,0
D,South,Gillnets,winter,small,e,79.0811788717413,1
E,South,Gillnets,winter,small,e,96.5407004655144,0
F,South,Gillnets,winter,small,e,97.7821807705796,0
G,South,Gillnets,winter,small,e,128.20129805322,0
H,South,Gillnets,winter,small,e,80.2244300858634,0
I,South,Gillnets,winter,small,e,41.2444415981053,0
J,South,Gillnets,winter,small,e,55.0072990282378,0
A,North,Longlines,winter,small,e,87.2019816290488,11
B,North,Longlines,winter,small,e,70.7533625102813,0
C,North,Longlines,winter,small,e,76.5807500739101,4
D,North,Longlines,winter,small,e,56.7883276431572,0
E,North,Longlines,winter,small,e,41.4863833800326,0
F,North,Longlines,winter,small,e,97.1072084325364,0
G,North,Longlines,winter,small,e,85.4137400263415,0
H,North,Longlines,winter,small,e,65.9999730759829,0
I,North,Longlines,winter,small,e,110.868059838142,0
J,North,Longlines,winter,small,e,47.1110049363062,0
A,South,Longlines,winter,small,e,73.0910068597122,1
B,South,Longlines,winter,small,e,69.0347642793541,10
C,South,Longlines,winter,small,e,28.2070799582975,25
D,South,Longlines,winter,small,e,97.5101288376402,0
E,South,Longlines,winter,small,e,61.6383193762872,0
F,South,Longlines,winter,small,e,62.4129613435632,0
G,South,Longlines,winter,small,e,58.2979614982014,0
H,South,Longlines,winter,small,e,54.9100574386542,0
I,South,Longlines,winter,small,e,55.8938030606749,0
J,South,Longlines,winter,small,e,52.8938794532135,0
A,North,Trawlers,winter,small,e,312.504227236433,0
B,North,Trawlers,winter,small,e,145.895640925738,0
C,North,Trawlers,winter,small,e,138.561320077802,6
D,North,Trawlers,winter,small,e,189.548521683366,52
E,North,Trawlers,winter,small,e,280.992723682163,152
F,North,Trawlers,winter,small,e,121.768646840918,0
G,North,Trawlers,winter,small,e,174.250073638106,0
H,North,Trawlers,winter,small,e,148.886240493488,0
I,North,Trawlers,winter,small,e,154.602910803477,0
J,North,Trawlers,winter,small,e,187.600146488927,0
A,South,Trawlers,winter,small,e,181.068581312937,0
B,South,Trawlers,winter,small,e,193.146746402966,4
C,South,Trawlers,winter,small,e,157.620604109743,17
D,South,Trawlers,winter,small,e,200.795486886478,49
E,South,Trawlers,winter,small,e,210.736493427023,2
F,South,Trawlers,winter,small,e,129.309139401366,0
G,South,Trawlers,winter,small,e,215.289500579513,0
H,South,Trawlers,winter,small,e,199.584615099613,0
I,South,Trawlers,winter,small,e,135.739974342554,0
J,South,Trawlers,winter,small,e,232.668499829364,0
A,North,Gillnets,spring,small,e,135.025518261153,28
B,North,Gillnets,spring,small,e,155.669943866858,1
C,North,Gillnets,spring,small,e,149.935246329185,0
D,North,Gillnets,spring,small,e,139.456694270068,0
E,North,Gillnets,spring,small,e,110.60131747586,0
F,North,Gillnets,spring,small,e,111.434201138805,0
G,North,Gillnets,spring,small,e,88.8630410788199,0
H,North,Gillnets,spring,small,e,128.84509328541,2
I,North,Gillnets,spring,small,e,111.812348741547,0
J,North,Gillnets,spring,small,e,173.70502095547,0
A,South,Gillnets,spring,small,e,152.311084157467,1
B,South,Gillnets,spring,small,e,173.775016845866,4
C,South,Gillnets,spring,small,e,186.081984371767,0
D,South,Gillnets,spring,small,e,106.06211654176,0
E,South,Gillnets,spring,small,e,168.411783333384,1
F,South,Gillnets,spring,small,e,116.664723489213,0
G,South,Gillnets,spring,small,e,140.097352240546,0
H,South,Gillnets,spring,small,e,174.263281039029,0
I,South,Gillnets,spring,small,e,180.155310256812,0
J,South,Gillnets,spring,small,e,200.086381623825,0
A,North,Longlines,spring,small,e,145.0810977435,1
B,North,Longlines,spring,small,e,109.662133285462,0
C,North,Longlines,spring,small,e,161.024320243555,22
D,North,Longlines,spring,small,e,223.634198413209,0
E,North,Longlines,spring,small,e,120.493389402135,0
F,North,Longlines,spring,small,e,210.228718642116,0
G,North,Longlines,spring,small,e,116.757261531159,0
H,North,Longlines,spring,small,e,176.912768750191,0
I,North,Longlines,spring,small,e,217.256375062066,0
J,North,Longlines,spring,small,e,272.436053417822,0
A,South,Longlines,spring,small,e,160.879264407801,1
B,South,Longlines,spring,small,e,123.430628993723,0
C,South,Longlines,spring,small,e,173.574511655202,8
D,South,Longlines,spring,small,e,172.913298297702,0
E,South,Longlines,spring,small,e,161.693528632425,0
F,South,Longlines,spring,small,e,150.147135740356,0
G,South,Longlines,spring,small,e,135.490585679545,0
H,South,Longlines,spring,small,e,150.608183525207,0
I,South,Longlines,spring,small,e,70.8098751994671,0
J,South,Longlines,spring,small,e,153.723657675489,0
A,North,Trawlers,spring,small,e,368.5593821937,0
B,North,Trawlers,spring,small,e,399.346653935924,0
C,North,Trawlers,spring,small,e,339.912775752795,16
D,North,Trawlers,spring,small,e,263.542138607869,2
E,North,Trawlers,spring,small,e,503.923363256121,22
F,North,Trawlers,spring,small,e,281.78843631365,0
G,North,Trawlers,spring,small,e,508.352697190107,0
H,North,Trawlers,spring,small,e,309.753924664824,9
I,North,Trawlers,spring,small,e,307.674128811812,0
J,North,Trawlers,spring,small,e,311.211606016611,0
A,South,Trawlers,spring,small,e,365.82429114525,0
B,South,Trawlers,spring,small,e,173.382328284092,0
C,South,Trawlers,spring,small,e,470.750367086423,0
D,South,Trawlers,spring,small,e,259.732143882031,52
E,South,Trawlers,spring,small,e,382.51346385108,0
F,South,Trawlers,spring,small,e,439.913497625754,0
G,South,Trawlers,spring,small,e,255.913148431364,0
H,South,Trawlers,spring,small,e,221.380128941972,0
I,South,Trawlers,spring,small,e,252.549403247012,0
J,South,Trawlers,spring,small,e,530.636380107142,0
A,North,Gillnets,summer,small,e,131.021726445741,2
B,North,Gillnets,summer,small,e,121.865589919109,0
C,North,Gillnets,summer,small,e,135.431732726134,0
D,North,Gillnets,summer,small,e,164.913834677017,5
E,North,Gillnets,summer,small,e,169.747335243637,13
F,North,Gillnets,summer,small,e,87.4427168192468,0
G,North,Gillnets,summer,small,e,73.525627157846,0
H,North,Gillnets,summer,small,e,243.235273096535,3
I,North,Gillnets,summer,small,e,202.843620668174,0
J,North,Gillnets,summer,small,e,169.796423842751,0
A,South,Gillnets,summer,small,e,172.169708094236,4
B,South,Gillnets,summer,small,e,71.1617449935326,0
C,South,Gillnets,summer,small,e,95.0043298856965,0
D,South,Gillnets,summer,small,e,95.9414017234176,81
E,South,Gillnets,summer,small,e,123.173830576157,1
F,South,Gillnets,summer,small,e,152.209653569405,0
G,South,Gillnets,summer,small,e,197.487285521018,0
H,South,Gillnets,summer,small,e,155.021843796924,0
I,South,Gillnets,summer,small,e,165.632328026114,0
J,South,Gillnets,summer,small,e,202.998898604331,0
A,North,Longlines,summer,small,e,154.707400269331,1
B,North,Longlines,summer,small,e,154.629591438394,0
C,North,Longlines,summer,small,e,160.779078618052,0
D,North,Longlines,summer,small,e,165.386184744945,0
E,North,Longlines,summer,small,e,214.857612191134,0
F,North,Longlines,summer,small,e,114.673098806645,0
G,North,Longlines,summer,small,e,123.894233325001,0
H,North,Longlines,summer,small,e,206.900519118377,0
I,North,Longlines,summer,small,e,229.367643732575,0
J,North,Longlines,summer,small,e,156.559705229058,0
A,South,Longlines,summer,small,e,135.553956924045,0
B,South,Longlines,summer,small,e,161.745587550311,1
C,South,Longlines,summer,small,e,176.9936695079,12
D,South,Longlines,summer,small,e,163.869105239529,0
E,South,Longlines,summer,small,e,122.437026531944,0
F,South,Longlines,summer,small,e,78.9314966067719,0
G,South,Longlines,summer,small,e,130.776094662946,0
H,South,Longlines,summer,small,e,173.512085673423,0
I,South,Longlines,summer,small,e,128.054464385855,0
J,South,Longlines,summer,small,e,154.735630789421,0
A,North,Trawlers,summer,small,e,581.62978065131,0
B,North,Trawlers,summer,small,e,407.042256012109,0
C,North,Trawlers,summer,small,e,470.279351943078,20
D,North,Trawlers,summer,small,e,266.099735519247,429
E,North,Trawlers,summer,small,e,444.360346641991,26
F,North,Trawlers,summer,small,e,480.221752443673,0
G,North,Trawlers,summer,small,e,417.019550236503,0
H,North,Trawlers,summer,small,e,179.906077372291,8
I,North,Trawlers,summer,small,e,353.782031216604,0
J,North,Trawlers,summer,small,e,424.681151335912,0
A,South,Trawlers,summer,small,e,469.463647907527,0
B,South,Trawlers,summer,small,e,554.363731657713,0
C,South,Trawlers,summer,small,e,414.087329673336,1
D,South,Trawlers,summer,small,e,381.080779911622,0
E,South,Trawlers,summer,small,e,171.842358196724,3
F,South,Trawlers,summer,small,e,220.030307727044,0
G,South,Trawlers,summer,small,e,388.679852798925,0
H,South,Trawlers,summer,small,e,324.803724409774,5
I,South,Trawlers,summer,small,e,539.492818368206,0
J,South,Trawlers,summer,small,e,276.245588574886,0
A,North,Gillnets,fall,small,e,0,0
B,North,Gillnets,fall,small,e,0,0
C,North,Gillnets,fall,small,e,0,0
D,North,Gillnets,fall,small,e,0,0
E,North,Gillnets,fall,small,e,0,0
F,North,Gillnets,fall,small,e,0,0
G,North,Gillnets,fall,small,e,0,0
H,North,Gillnets,fall,small,e,0,0
I,North,Gillnets,fall,small,e,0,0
J,North,Gillnets,fall,small,e,0,0
A,South,Gillnets,fall,small,e,0,0
B,South,Gillnets,fall,small,e,0,0
C,South,Gillnets,fall,small,e,0,0
D,South,Gillnets,fall,small,e,0,0
E,South,Gillnets,fall,small,e,0,0
F,South,Gillnets,fall,small,e,0,0
G,South,Gillnets,fall,small,e,0,0
H,South,Gillnets,fall,small,e,0,0
I,South,Gillnets,fall,small,e,0,0
J,South,Gillnets,fall,small,e,0,0
A,North,Longlines,fall,small,e,166.219643794048,16
B,North,Longlines,fall,small,e,173.494218472742,1
C,North,Longlines,fall,small,e,134.287476550179,24
D,North,Longlines,fall,small,e,132.731697786919,0
E,North,Longlines,fall,small,e,128.623385701052,0
F,North,Longlines,fall,small,e,171.220308995847,0
G,North,Longlines,fall,small,e,240.68334075344,0
H,North,Longlines,fall,small,e,173.934098633128,0
I,North,Longlines,fall,small,e,161.608670356998,0
J,North,Longlines,fall,small,e,227.467617544326,0
A,South,Longlines,fall,small,e,120.329348414772,5
B,South,Longlines,fall,small,e,124.677327411486,0
C,South,Longlines,fall,small,e,77.5388099362616,0
D,South,Longlines,fall,small,e,156.38521091176,0
E,South,Longlines,fall,small,e,205.590909776957,0
F,South,Longlines,fall,small,e,160.1731876048,0
G,South,Longlines,fall,small,e,97.8164033067826,0
H,South,Longlines,fall,small,e,198.937104867897,0
I,South,Longlines,fall,small,e,151.592722855538,0
J,South,Longlines,fall,small,e,185.461380284812,0
A,North,Trawlers,fall,small,e,359.61287757901,0
B,North,Trawlers,fall,small,e,390.642211853832,1
C,North,Trawlers,fall,small,e,444.578987777658,16
D,North,Trawlers,fall,small,e,478.060890307335,2370
E,North,Trawlers,fall,small,e,446.19446236779,28
F,North,Trawlers,fall,small,e,300.443669461572,0
G,North,Trawlers,fall,small,e,377.983579313071,0
H,North,Trawlers,fall,small,e,423.412098439359,8
I,North,Trawlers,fall,small,e,460.586400419292,0
J,North,Trawlers,fall,small,e,288.455486575035,0
A,South,Trawlers,fall,small,e,228.542658179551,0
B,South,Trawlers,fall,small,e,360.004014519472,0
C,South,Trawlers,fall,small,e,384.784896622618,1
D,South,Trawlers,fall,small,e,268.266945121671,592
E,South,Trawlers,fall,small,e,414.085829213158,1
F,South,Trawlers,fall,small,e,374.55305457999,0
G,South,Trawlers,fall,small,e,396.070542523821,0
H,South,Trawlers,fall,small,e,242.301553992299,0
I,South,Trawlers,fall,small,e,488.85362661185,0
J,South,Trawlers,fall,small,e,516.608498134932,0
A,North,Gillnets,winter,large,e,40.06342532833,44
B,North,Gillnets,winter,large,e,58.4748199007576,8
C,North,Gillnets,winter,large,e,85.7102684581211,2
D,North,Gillnets,winter,large,e,80.7097235240076,36
E,North,Gillnets,winter,large,e,69.5968059048908,19
F,North,Gillnets,winter,large,e,32.1251853858227,0
G,North,Gillnets,winter,large,e,66.8507492680176,0
H,North,Gillnets,winter,large,e,78.0639108648411,2
I,North,Gillnets,winter,large,e,50.5032602861367,0
J,North,Gillnets,winter,large,e,47.1427830517711,0
A,South,Gillnets,winter,large,e,119.770271981448,138
B,South,Gillnets,winter,large,e,133.976318516747,202
C,South,Gillnets,winter,large,e,56.3171994895707,0
D,South,Gillnets,winter,large,e,67.6633563526778,4
E,South,Gillnets,winter,large,e,80.3403561995126,3
F,South,Gillnets,winter,large,e,60.1561475807591,0
G,South,Gillnets,winter,large,e,64.1931640333519,0
H,South,Gillnets,winter,large,e,96.4712253228154,0
I,South,Gillnets,winter,large,e,47.3656263934327,0
J,South,Gillnets,winter,large,e,61.3516359298166,0
A,North,Longlines,winter,large,e,89.1150691111132,75
B,North,Longlines,winter,large,e,67.7160219619256,14
C,North,Longlines,winter,large,e,39.8432839926676,2
D,North,Longlines,winter,large,e,97.2043243896633,0
E,North,Longlines,winter,large,e,59.6518381921668,0
F,North,Longlines,winter,large,e,56.9448091900749,0
G,North,Longlines,winter,large,e,73.755733617611,0
H,North,Longlines,winter,large,e,63.5279253061311,0
I,North,Longlines,winter,large,e,100.560435975916,0
J,North,Longlines,winter,large,e,68.1343545942933,0
A,South,Longlines,winter,large,e,83.9646035400315,1
B,South,Longlines,winter,large,e,34.1887875887917,9
C,South,Longlines,winter,large,e,86.2088212975082,4
D,South,Longlines,winter,large,e,115.277701040684,0
E,South,Longlines,winter,large,e,78.2613296794644,0
F,South,Longlines,winter,large,e,48.891514540864,0
G,South,Longlines,winter,large,e,93.2731299784459,0
H,South,Longlines,winter,large,e,47.1313754998915,0
I,South,Longlines,winter,large,e,80.987756486216,0
J,South,Longlines,winter,large,e,72.864233278495,0
A,North,Trawlers,winter,large,e,201.216075789726,2
B,North,Trawlers,winter,large,e,186.453156075638,25
C,North,Trawlers,winter,large,e,162.632114068665,1
D,North,Trawlers,winter,large,e,240.552165577002,21
E,North,Trawlers,winter,large,e,191.665736828303,2
F,North,Trawlers,winter,large,e,233.626779059375,0
G,North,Trawlers,winter,large,e,272.729506394154,0
H,North,Trawlers,winter,large,e,172.410972767828,4
I,North,Trawlers,winter,large,e,209.400688292671,0
J,North,Trawlers,winter,large,e,169.190159441719,0
A,South,Trawlers,winter,large,e,178.004934358658,0
B,South,Trawlers,winter,large,e,110.83635901193,75
C,South,Trawlers,winter,large,e,208.897387053441,29
D,South,Trawlers,winter,large,e,130.425711308817,20
E,South,Trawlers,winter,large,e,211.920330612809,1
F,South,Trawlers,winter,large,e,183.496253042485,0
G,South,Trawlers,winter,large,e,114.083593719554,0
H,South,Trawlers,winter,large,e,171.969013453832,0
I,South,Trawlers,winter,large,e,185.016993335113,0
J,South,Trawlers,winter,large,e,123.202405118526,0
A,North,Gillnets,spring,large,e,65.673026356069,2
B,North,Gillnets,spring,large,e,143.806683860223,0
C,North,Gillnets,spring,large,e,200.624228578239,0
D,North,Gillnets,spring,large,e,120.682483012429,37
E,North,Gillnets,spring,large,e,201.660218957676,86
F,North,Gillnets,spring,large,e,211.375430384054,0
